model,signal,detector,far_target,condition,seed,h,alarm_turn,alarmed,alarmed_trunc,verified,tau_use,tau_read,score,score_h10,scheme,rep
gpt-4o-mini,Hq,cusum,0.1,base,9,14.64765921024625,,False,False,False,,,3.0903920714453172,2.057157642814651,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,base,11,14.64765921024625,27.0,True,False,False,,,15.122688327135206,10.074920727885809,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,base,12,14.64765921024625,,False,False,False,,,9.23076997385445,5.316387448723152,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,base,1,14.64765921024625,,False,False,False,,,7.391951858777564,4.93189309612096,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,base,4,14.64765921024625,,False,False,False,,,7.20431001862665,1.9847572944973466,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,14,14.64765921024625,,False,False,False,,,2.8427990176323217,1.902820039235161,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,7,14.64765921024625,,False,False,False,,,3.774654779494436,3.322435100137654,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,8,14.64765921024625,,False,False,False,,,2.077437474099774,1.9691870631643722,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,3,14.64765921024625,,False,False,False,,,6.703471322474757,5.273745857134649,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,19,14.64765921024625,,False,False,False,,,2.7667257706046575,2.2816032005611113,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,9,14.64765921024625,,False,False,False,,,0.7667356539565517,0.7667356539565517,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,11,14.64765921024625,,False,False,False,,,5.466983774686533,5.466983774686533,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,12,14.64765921024625,,False,False,False,,,2.146009718611783,1.9362212383839612,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,1,14.64765921024625,,False,False,False,,,7.1968976038610695,4.176607622771653,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,placebo,4,14.64765921024625,,False,False,False,,,1.927126171158032,1.3950621015668154,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,14,14.64765921024625,,False,False,True,14.0,13.0,1.9574796574891895,1.9574796574891895,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,7,14.64765921024625,,False,False,True,9.0,8.0,1.3568343444196542,1.3568343444196542,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,8,14.64765921024625,,False,False,True,16.0,15.0,6.152821736734193,4.780499022551874,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,3,14.64765921024625,,False,False,True,10.0,9.0,0.6853817948301193,0.6853817948301193,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,19,14.64765921024625,,False,False,True,18.0,17.0,4.52719607376586,1.6531324099114624,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,9,14.64765921024625,,False,False,True,20.0,17.0,1.091724420399315,1.091724420399315,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,11,14.64765921024625,,False,False,True,30.0,10.0,4.133476114150538,1.702950645150664,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,12,14.64765921024625,,False,False,True,10.0,9.0,4.0363390844254905,4.0363390844254905,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,1,14.64765921024625,,False,False,True,29.0,10.0,6.215563083508933,3.1530661857619444,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,switch,4,14.64765921024625,,False,False,True,16.0,10.0,5.071474699941108,4.29197000669949,split10,3.0
gpt-4o-mini,Hq,cusum,0.1,base,3,15.336005475182251,,False,False,False,,,4.874449442794607,3.693739933709221,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,1,15.336005475182251,,False,False,False,,,7.391951858777564,4.93189309612096,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,5,15.336005475182251,,False,False,False,,,5.981899454982512,1.6965914311313366,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,8,15.336005475182251,,False,False,False,,,9.002977727905856,1.184911486164577,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,15,15.336005475182251,,False,False,False,,,7.915672760856923,1.716569227940941,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,20,15.336005475182251,,False,False,False,,,2.8707124844839886,1.6933717948721076,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,14,15.336005475182251,,False,False,False,,,7.160541398266684,2.3657942957326754,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,7,15.336005475182251,,False,False,False,,,5.252020994454569,2.1359370447786925,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,9,15.336005475182251,,False,False,False,,,3.0903920714453172,2.057157642814651,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,16,15.336005475182251,,False,False,False,,,8.411280099954464,2.0873577120770745,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,3,15.336005475182251,,False,False,False,,,6.703471322474757,5.273745857134649,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,1,15.336005475182251,,False,False,False,,,7.1968976038610695,4.176607622771653,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,5,15.336005475182251,,False,False,False,,,5.581574709559502,2.895660939778991,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,8,15.336005475182251,,False,False,False,,,2.077437474099774,1.9691870631643722,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,15,15.336005475182251,,False,False,False,,,9.324054879789802,2.9101358088274303,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,20,15.336005475182251,,False,False,False,,,5.532326365246042,4.0080637337722225,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,14,15.336005475182251,,False,False,False,,,2.8427990176323217,1.902820039235161,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,7,15.336005475182251,,False,False,False,,,3.774654779494436,3.322435100137654,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,9,15.336005475182251,,False,False,False,,,0.7667356539565517,0.7667356539565517,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,placebo,16,15.336005475182251,,False,False,False,,,2.3716490579908673,2.136548746017564,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,3,15.336005475182251,,False,False,True,10.0,9.0,0.6853817948301193,0.6853817948301193,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,1,15.336005475182251,,False,False,True,29.0,10.0,6.215563083508933,3.1530661857619444,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,5,15.336005475182251,,False,False,True,14.0,13.0,10.71361139631548,6.607546406557443,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,8,15.336005475182251,,False,False,True,16.0,15.0,6.152821736734193,4.780499022551874,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,15,15.336005475182251,,False,False,True,11.0,10.0,5.153271044963086,1.236897323855277,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,20,15.336005475182251,,False,False,True,24.0,13.0,4.2205885200425906,1.9492508115268645,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,14,15.336005475182251,,False,False,True,14.0,13.0,1.9574796574891895,1.9574796574891895,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,7,15.336005475182251,,False,False,True,9.0,8.0,1.3568343444196542,1.3568343444196542,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,9,15.336005475182251,,False,False,True,20.0,17.0,1.091724420399315,1.091724420399315,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,switch,16,15.336005475182251,,False,False,True,10.0,9.0,7.028566620052072,5.728810360419342,split10,4.0
gpt-4o-mini,Hq,cusum,0.1,base,18,13.602524668233805,28.0,True,False,False,,,17.25585980760563,9.046025696225739,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,14,13.602524668233805,,False,False,False,,,7.160541398266684,2.3657942957326754,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,5,13.602524668233805,,False,False,False,,,5.981899454982512,1.6965914311313366,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,10,13.602524668233805,,False,False,False,,,12.837652124535433,2.507729318105005,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,11,13.602524668233805,26.0,True,False,False,,,15.122688327135206,10.074920727885809,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,2,13.602524668233805,,False,False,False,,,7.776072597868151,1.6175543816735596,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,8,13.602524668233805,,False,False,False,,,9.002977727905856,1.184911486164577,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,20,13.602524668233805,,False,False,False,,,2.8707124844839886,1.6933717948721076,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,9,13.602524668233805,,False,False,False,,,3.0903920714453172,2.057157642814651,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,7,13.602524668233805,,False,False,False,,,5.252020994454569,2.1359370447786925,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,18,13.602524668233805,,False,False,False,,,4.950765167721108,4.950765167721108,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,14,13.602524668233805,,False,False,False,,,2.8427990176323217,1.902820039235161,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,5,13.602524668233805,,False,False,False,,,5.581574709559502,2.895660939778991,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,10,13.602524668233805,,False,False,False,,,4.294886484857624,3.094824156752148,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,11,13.602524668233805,,False,False,False,,,5.466983774686533,5.466983774686533,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,2,13.602524668233805,,False,False,False,,,1.828901458265535,1.828901458265535,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,8,13.602524668233805,,False,False,False,,,2.077437474099774,1.9691870631643722,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,20,13.602524668233805,,False,False,False,,,5.532326365246042,4.0080637337722225,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,9,13.602524668233805,,False,False,False,,,0.7667356539565517,0.7667356539565517,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,placebo,7,13.602524668233805,,False,False,False,,,3.774654779494436,3.322435100137654,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,18,13.602524668233805,,False,False,True,13.0,12.0,1.9955902940123669,1.9955902940123669,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,14,13.602524668233805,,False,False,True,14.0,13.0,1.9574796574891895,1.9574796574891895,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,5,13.602524668233805,,False,False,True,14.0,13.0,10.71361139631548,6.607546406557443,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,10,13.602524668233805,,False,False,True,26.0,20.0,3.859488551584297,1.8664214165408652,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,11,13.602524668233805,,False,False,True,30.0,10.0,4.133476114150538,1.702950645150664,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,2,13.602524668233805,,False,False,True,18.0,17.0,2.461753240450328,2.2262136930665983,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,8,13.602524668233805,,False,False,True,16.0,15.0,6.152821736734193,4.780499022551874,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,20,13.602524668233805,,False,False,True,24.0,13.0,4.2205885200425906,1.9492508115268645,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,9,13.602524668233805,,False,False,True,20.0,17.0,1.091724420399315,1.091724420399315,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,switch,7,13.602524668233805,,False,False,True,9.0,8.0,1.3568343444196542,1.3568343444196542,split10,5.0
gpt-4o-mini,Hq,cusum,0.1,base,5,9.743509253349329,,False,False,False,,,5.981899454982512,1.6965914311313366,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,17,9.743509253349329,19.0,True,True,False,,,17.321028586832988,5.738542949083975,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,19,9.743509253349329,,False,False,False,,,4.2451217282824585,2.127870776433742,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,18,9.743509253349329,25.0,True,False,False,,,17.25585980760563,9.046025696225739,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,10,9.743509253349329,27.0,True,False,False,,,12.837652124535433,2.507729318105005,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,14,9.743509253349329,,False,False,False,,,7.160541398266684,2.3657942957326754,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,8,9.743509253349329,,False,False,False,,,9.002977727905856,1.184911486164577,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,11,9.743509253349329,17.0,True,True,False,,,15.122688327135206,10.074920727885809,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,16,9.743509253349329,,False,False,False,,,8.411280099954464,2.0873577120770745,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,4,9.743509253349329,,False,False,False,,,7.20431001862665,1.9847572944973466,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,5,9.743509253349329,,False,False,False,,,5.581574709559502,2.895660939778991,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,17,9.743509253349329,,False,False,False,,,1.6972669515328045,1.6972669515328045,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,19,9.743509253349329,,False,False,False,,,2.7667257706046575,2.2816032005611113,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,18,9.743509253349329,,False,False,False,,,4.950765167721108,4.950765167721108,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,10,9.743509253349329,,False,False,False,,,4.294886484857624,3.094824156752148,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,14,9.743509253349329,,False,False,False,,,2.8427990176323217,1.902820039235161,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,8,9.743509253349329,,False,False,False,,,2.077437474099774,1.9691870631643722,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,11,9.743509253349329,,False,False,False,,,5.466983774686533,5.466983774686533,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,16,9.743509253349329,,False,False,False,,,2.3716490579908673,2.136548746017564,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,placebo,4,9.743509253349329,,False,False,False,,,1.927126171158032,1.3950621015668154,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,5,9.743509253349329,20.0,True,True,True,14.0,13.0,10.71361139631548,6.607546406557443,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,17,9.743509253349329,,False,False,True,12.0,11.0,1.4077953002889467,1.4077953002889467,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,19,9.743509253349329,,False,False,True,18.0,17.0,4.52719607376586,1.6531324099114624,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,18,9.743509253349329,,False,False,True,13.0,12.0,1.9955902940123669,1.9955902940123669,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,10,9.743509253349329,,False,False,True,26.0,20.0,3.859488551584297,1.8664214165408652,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,14,9.743509253349329,,False,False,True,14.0,13.0,1.9574796574891895,1.9574796574891895,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,8,9.743509253349329,,False,False,True,16.0,15.0,6.152821736734193,4.780499022551874,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,11,9.743509253349329,,False,False,True,30.0,10.0,4.133476114150538,1.702950645150664,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,16,9.743509253349329,,False,False,True,10.0,9.0,7.028566620052072,5.728810360419342,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,switch,4,9.743509253349329,,False,False,True,16.0,10.0,5.071474699941108,4.29197000669949,split10,6.0
gpt-4o-mini,Hq,cusum,0.1,base,17,13.602524668233805,21.0,True,True,False,,,17.321028586832988,5.738542949083975,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,18,13.602524668233805,28.0,True,False,False,,,17.25585980760563,9.046025696225739,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,16,13.602524668233805,,False,False,False,,,8.411280099954464,2.0873577120770745,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,7,13.602524668233805,,False,False,False,,,5.252020994454569,2.1359370447786925,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,4,13.602524668233805,,False,False,False,,,7.20431001862665,1.9847572944973466,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,2,13.602524668233805,,False,False,False,,,7.776072597868151,1.6175543816735596,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,9,13.602524668233805,,False,False,False,,,3.0903920714453172,2.057157642814651,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,12,13.602524668233805,,False,False,False,,,9.23076997385445,5.316387448723152,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,8,13.602524668233805,,False,False,False,,,9.002977727905856,1.184911486164577,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,19,13.602524668233805,,False,False,False,,,4.2451217282824585,2.127870776433742,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,17,13.602524668233805,,False,False,False,,,1.6972669515328045,1.6972669515328045,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,18,13.602524668233805,,False,False,False,,,4.950765167721108,4.950765167721108,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,16,13.602524668233805,,False,False,False,,,2.3716490579908673,2.136548746017564,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,7,13.602524668233805,,False,False,False,,,3.774654779494436,3.322435100137654,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,4,13.602524668233805,,False,False,False,,,1.927126171158032,1.3950621015668154,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,2,13.602524668233805,,False,False,False,,,1.828901458265535,1.828901458265535,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,9,13.602524668233805,,False,False,False,,,0.7667356539565517,0.7667356539565517,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,12,13.602524668233805,,False,False,False,,,2.146009718611783,1.9362212383839612,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,8,13.602524668233805,,False,False,False,,,2.077437474099774,1.9691870631643722,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,placebo,19,13.602524668233805,,False,False,False,,,2.7667257706046575,2.2816032005611113,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,17,13.602524668233805,,False,False,True,12.0,11.0,1.4077953002889467,1.4077953002889467,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,18,13.602524668233805,,False,False,True,13.0,12.0,1.9955902940123669,1.9955902940123669,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,16,13.602524668233805,,False,False,True,10.0,9.0,7.028566620052072,5.728810360419342,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,7,13.602524668233805,,False,False,True,9.0,8.0,1.3568343444196542,1.3568343444196542,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,4,13.602524668233805,,False,False,True,16.0,10.0,5.071474699941108,4.29197000669949,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,2,13.602524668233805,,False,False,True,18.0,17.0,2.461753240450328,2.2262136930665983,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,9,13.602524668233805,,False,False,True,20.0,17.0,1.091724420399315,1.091724420399315,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,12,13.602524668233805,,False,False,True,10.0,9.0,4.0363390844254905,4.0363390844254905,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,8,13.602524668233805,,False,False,True,16.0,15.0,6.152821736734193,4.780499022551874,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,switch,19,13.602524668233805,,False,False,True,18.0,17.0,4.52719607376586,1.6531324099114624,split10,7.0
gpt-4o-mini,Hq,cusum,0.1,base,10,9.828265935875844,27.0,True,False,False,,,12.837652124535433,2.507729318105005,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,5,9.828265935875844,,False,False,False,,,5.981899454982512,1.6965914311313366,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,11,9.828265935875844,17.0,True,True,False,,,15.122688327135206,10.074920727885809,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,1,9.828265935875844,,False,False,False,,,7.391951858777564,4.93189309612096,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,15,9.828265935875844,,False,False,False,,,7.915672760856923,1.716569227940941,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,4,9.828265935875844,,False,False,False,,,7.20431001862665,1.9847572944973466,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,19,9.828265935875844,,False,False,False,,,4.2451217282824585,2.127870776433742,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,12,9.828265935875844,,False,False,False,,,9.23076997385445,5.316387448723152,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,6,9.828265935875844,27.0,True,False,False,,,14.35785914387298,1.5669830318644866,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,base,7,9.828265935875844,,False,False,False,,,5.252020994454569,2.1359370447786925,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,10,9.828265935875844,,False,False,False,,,4.294886484857624,3.094824156752148,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,5,9.828265935875844,,False,False,False,,,5.581574709559502,2.895660939778991,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,11,9.828265935875844,,False,False,False,,,5.466983774686533,5.466983774686533,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,1,9.828265935875844,,False,False,False,,,7.1968976038610695,4.176607622771653,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,15,9.828265935875844,,False,False,False,,,9.324054879789802,2.9101358088274303,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,4,9.828265935875844,,False,False,False,,,1.927126171158032,1.3950621015668154,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,19,9.828265935875844,,False,False,False,,,2.7667257706046575,2.2816032005611113,split10,8.0
gpt-4o-mini,Hq,cusum,0.1,placebo,12,9.828265935875844,,False,False,False,,,2.146009718611783,1.9362212383839612,split10,8.0
